strategy,money,countries,utilities,stations,totalLandsOwned
DEFAULT,7973,18,2,3,23
DEFAULT,29128,14,1,2,17
DEFAULT,51420,15,2,3,20
DEFAULT,42711,12,1,3,16
STINGY,1870,1,0,0,1
DEFAULT,14015,16,1,2,19
DEFAULT,5306,16,1,2,19
DEFAULT,16013,14,2,3,19
DEFAULT,17225,14,2,3,19
DEFAULT,22264,14,2,3,19
DEFAULT,5416,15,1,4,20
DEFAULT,3647,16,2,2,20
DEFAULT,6463,15,2,4,21
STINGY,1282,4,1,0,5
STINGY,1256,1,0,1,2
DEFAULT,3536,12,2,4,18
STINGY,1500,6,1,0,7
DEFAULT,6700,15,2,4,21
DEFAULT,3045,14,2,3,19
DEFAULT,7288,16,2,4,22
DEFAULT,8777,18,1,4,23
STINGY,1770,4,0,0,4
DEFAULT,16085,17,1,3,21
DEFAULT,9868,18,1,3,22
DEFAULT,3794,18,2,4,24
DEFAULT,4707,15,2,4,21
DEFAULT,5958,14,1,3,18
DEFAULT,18718,12,2,3,17
DEFAULT,16543,12,2,3,17
DEFAULT,7550,19,2,3,24
DEFAULT,7136,13,2,3,18
STINGY,1412,3,1,0,4
DEFAULT,10019,16,2,2,20
STINGY,1335,4,0,1,5
DEFAULT,12255,12,2,3,17
DEFAULT,12719,18,1,2,21
DEFAULT,6627,13,2,2,17
DEFAULT,2740,7,1,4,12
STINGY,1991,2,1,0,3
STINGY,1015,7,0,1,8
DEFAULT,3350,12,1,4,17
DEFAULT,6010,16,2,3,21
DEFAULT,43826,16,2,3,21
DEFAULT,8486,15,2,4,21
DEFAULT,5665,18,1,2,21
DEFAULT,5117,15,1,2,18
DEFAULT,8615,16,0,3,19
DEFAULT,18157,16,1,3,20
DEFAULT,9156,13,1,3,17
DEFAULT,7232,15,2,4,21
DEFAULT,11149,17,2,1,20
DEFAULT,13027,15,1,2,18
DEFAULT,6457,13,1,4,18
DEFAULT,6590,13,2,3,18
DEFAULT,6632,19,1,3,23
DEFAULT,8415,15,2,3,20
DEFAULT,3095,15,2,4,21
DEFAULT,1753,12,1,4,17
DEFAULT,392,7,1,2,10
DEFAULT,4039,15,2,4,21
DEFAULT,4315,15,2,4,21
STINGY,1618,0,1,0,1
STINGY,1205,5,1,1,7
STINGY,1968,1,0,0,1
STINGY,1432,4,0,0,4
DEFAULT,12822,17,1,2,20
DEFAULT,12235,15,1,3,19
DEFAULT,4642,16,2,2,20
STINGY,1931,3,1,1,5
DEFAULT,9392,16,2,2,20
STINGY,2622,3,0,0,3
DEFAULT,4630,13,0,3,16
DEFAULT,21912,14,0,2,16
DEFAULT,19193,17,1,2,20
DEFAULT,11303,15,1,3,19
DEFAULT,18490,16,0,2,18
STINGY,1622,3,1,0,4
DEFAULT,9635,18,1,2,21
DEFAULT,11562,14,1,2,17
DEFAULT,34069,11,1,1,13
DEFAULT,7554,14,1,2,17
DEFAULT,9559,16,1,2,19
DEFAULT,8963,15,2,3,20
DEFAULT,2874,10,2,4,16
DEFAULT,10039,17,1,2,20
STINGY,1869,3,1,0,4
DEFAULT,18246,16,1,3,20
DEFAULT,4978,18,2,3,23
DEFAULT,5403,18,2,2,22
DEFAULT,8931,14,1,2,17
DEFAULT,10551,14,2,2,18
DEFAULT,16797,16,2,3,21
STINGY,1706,1,0,1,2
DEFAULT,18313,16,1,1,18
DEFAULT,3451,19,2,4,25
STINGY,2138,2,0,2,4
DEFAULT,6243,18,0,4,22
DEFAULT,10425,16,0,3,19
DEFAULT,13922,17,2,1,20
DEFAULT,9843,16,0,3,19
STINGY,2008,2,0,0,2
STINGY,1310,1,0,0,1
DEFAULT,12926,17,2,2,21
DEFAULT,9334,14,2,3,19
DEFAULT,7258,16,1,2,19
DEFAULT,16239,12,1,3,16
DEFAULT,11798,17,1,2,20
DEFAULT,8623,15,1,2,18
DEFAULT,11950,16,2,3,21
DEFAULT,4100,15,2,4,21
DEFAULT,22465,15,1,3,19
DEFAULT,16806,12,1,3,16
DEFAULT,7646,19,2,2,23
DEFAULT,3239,17,1,4,22
STINGY,938,6,1,0,7
DEFAULT,4085,16,1,4,21
STINGY,1119,4,1,0,5
DEFAULT,9809,16,0,4,20
STINGY,906,2,0,1,3
DEFAULT,8821,14,0,4,18
DEFAULT,27588,10,1,4,15
DEFAULT,4779,17,1,3,21
DEFAULT,6577,16,2,3,21
DEFAULT,7911,16,1,2,19
DEFAULT,5401,12,0,3,15
DEFAULT,7601,16,1,3,20
STINGY,898,4,0,0,4
STINGY,992,5,0,1,6
DEFAULT,10707,16,2,2,20
DEFAULT,6329,17,2,3,22
STINGY,1427,4,2,0,6
DEFAULT,7091,16,2,3,21
STINGY,2279,1,0,0,1
DEFAULT,3899,12,2,3,17
STINGY,831,5,1,0,6
DEFAULT,20359,17,1,1,19
DEFAULT,6608,14,1,2,17
DEFAULT,5139,13,1,4,18
STINGY,1438,2,1,1,4
DEFAULT,16858,13,1,3,17
DEFAULT,4400,15,2,3,20
STINGY,38641,9,0,2,11
DEFAULT,11169,14,1,3,18
DEFAULT,13155,14,0,4,18
DEFAULT,5550,17,2,3,22
DEFAULT,3536,18,2,4,24
DEFAULT,7375,16,2,4,22
DEFAULT,5126,15,0,4,19
DEFAULT,45690,14,2,3,19
STINGY,1594,1,0,2,3
DEFAULT,7239,15,2,3,20
DEFAULT,2367,14,2,1,17
DEFAULT,2492,13,2,3,18
STINGY,1150,3,1,0,4
DEFAULT,8045,19,2,3,24
DEFAULT,53023,14,2,1,17
DEFAULT,6876,15,1,3,19
DEFAULT,6916,17,2,3,22
DEFAULT,13296,16,1,3,20
DEFAULT,18261,15,2,3,20
STINGY,83934,11,0,1,12
DEFAULT,7551,15,1,4,20
DEFAULT,11870,16,1,1,18
DEFAULT,7684,17,1,4,22
DEFAULT,4851,17,0,1,18
DEFAULT,12301,17,0,2,19
DEFAULT,3104,14,1,3,18
DEFAULT,10895,14,2,3,19
DEFAULT,7906,18,2,4,24
DEFAULT,20036,13,2,4,19
DEFAULT,8697,13,1,2,16
DEFAULT,14391,15,2,3,20
DEFAULT,12515,15,2,3,20
DEFAULT,10555,12,2,3,17
DEFAULT,4433,16,1,4,21
DEFAULT,7858,13,2,4,19
DEFAULT,5016,19,2,4,25
STINGY,1923,0,1,1,2
DEFAULT,19405,14,1,3,18
DEFAULT,4136,15,0,4,19
DEFAULT,28305,15,2,1,18
STINGY,1662,2,0,1,3
DEFAULT,29278,16,2,3,21
DEFAULT,2220,18,2,3,23
DEFAULT,8923,19,1,3,23
DEFAULT,19964,15,1,3,19
DEFAULT,9862,17,1,3,21
DEFAULT,16850,16,2,2,20
DEFAULT,16057,13,1,4,18
DEFAULT,10152,14,2,3,19
DEFAULT,3123,17,1,4,22
STINGY,2152,4,1,1,6
DEFAULT,8938,14,2,3,19
DEFAULT,5941,15,2,4,21
STINGY,1698,4,0,1,5
DEFAULT,12042,16,2,3,21
DEFAULT,15321,15,2,2,19
DEFAULT,14129,15,1,2,18
DEFAULT,1505,13,1,2,16
DEFAULT,6814,17,2,2,21
STINGY,1464,3,1,1,5
DEFAULT,1925,12,2,3,17
DEFAULT,20405,14,2,3,19
DEFAULT,9777,13,2,2,17
DEFAULT,9193,14,1,2,17
STINGY,1183,3,0,0,3
DEFAULT,7337,16,2,3,21
DEFAULT,5349,15,2,4,21
STINGY,1913,3,1,2,6
DEFAULT,12170,15,2,2,19
DEFAULT,9914,15,1,4,20
DEFAULT,30894,16,1,2,19
DEFAULT,6311,16,1,2,19
DEFAULT,10399,16,2,3,21
DEFAULT,9086,20,2,0,22
STINGY,1721,3,0,2,5
DEFAULT,15414,14,2,3,19
DEFAULT,3692,11,2,3,16
DEFAULT,7070,15,2,3,20
DEFAULT,15910,13,2,3,18
DEFAULT,4958,20,1,3,24
DEFAULT,8002,17,2,2,21
STINGY,2424,2,0,0,2
DEFAULT,9493,17,0,3,20
DEFAULT,35868,14,2,2,18
STINGY,1573,6,0,1,7
DEFAULT,2949,21,2,3,26
STINGY,1554,4,0,0,4
DEFAULT,11341,13,1,3,17
DEFAULT,5459,13,2,4,19
DEFAULT,3964,13,2,2,17
DEFAULT,13351,16,2,3,21
DEFAULT,6910,13,2,3,18
STINGY,1985,1,0,1,2
STINGY,1388,2,0,1,3
DEFAULT,14540,14,2,3,19
DEFAULT,4628,13,2,4,19
DEFAULT,11244,15,1,3,19
DEFAULT,13289,17,2,1,20
DEFAULT,7609,11,0,4,15
DEFAULT,7747,15,2,2,19
DEFAULT,8729,16,1,3,20
DEFAULT,467,8,2,1,11
DEFAULT,9652,19,2,2,23
DEFAULT,4344,12,1,2,15
DEFAULT,4550,14,1,3,18
DEFAULT,23150,16,0,3,19
STINGY,1398,6,0,1,7
DEFAULT,2611,14,2,3,19
DEFAULT,16116,15,1,4,20
STINGY,1274,1,0,3,4
DEFAULT,3134,15,2,1,18
DEFAULT,2755,10,2,4,16
DEFAULT,4855,16,2,3,21
DEFAULT,14671,13,1,4,18
STINGY,835,3,0,1,4
DEFAULT,3268,12,1,3,16
DEFAULT,10222,16,1,4,21
DEFAULT,7931,18,2,3,23
STINGY,1733,3,1,1,5
DEFAULT,9388,15,2,3,20
DEFAULT,6692,16,2,3,21
DEFAULT,9899,16,2,3,21
DEFAULT,7235,15,2,4,21
STINGY,1855,2,0,1,3
DEFAULT,3250,17,2,2,21
DEFAULT,6430,14,1,4,19
DEFAULT,5676,17,1,4,22
STINGY,2054,3,0,0,3
DEFAULT,18363,13,1,3,17
DEFAULT,13635,15,1,2,18
DEFAULT,1612,10,0,4,14
DEFAULT,5901,16,2,4,22
DEFAULT,10318,15,2,2,19
DEFAULT,5704,16,2,2,20
DEFAULT,8066,18,2,2,22
STINGY,580,4,2,0,6
DEFAULT,8019,19,1,4,24
DEFAULT,2582,16,1,4,21
DEFAULT,14028,16,1,2,19
DEFAULT,10564,13,2,2,17
DEFAULT,30528,16,0,2,18
DEFAULT,13022,15,0,4,19
STINGY,1645,3,0,1,4
DEFAULT,288,9,2,3,14
DEFAULT,25915,16,2,2,20
DEFAULT,23202,15,0,3,18
STINGY,1370,3,1,2,6
DEFAULT,2478,13,2,3,18
DEFAULT,6924,18,1,4,23
DEFAULT,7156,14,1,1,16
DEFAULT,7367,13,1,2,16
DEFAULT,5853,19,2,2,23
STINGY,1477,4,1,0,5
DEFAULT,8329,16,1,3,20
DEFAULT,8581,16,2,2,20
DEFAULT,11647,16,1,3,20
DEFAULT,5892,16,2,2,20
DEFAULT,7027,18,2,3,23
DEFAULT,11138,12,2,4,18
DEFAULT,10998,16,2,3,21
DEFAULT,4776,15,2,4,21
STINGY,63467,10,0,0,10
DEFAULT,5565,15,1,4,20
DEFAULT,8567,18,1,2,21
DEFAULT,27155,10,1,3,14
STINGY,1278,4,1,2,7
DEFAULT,8883,17,1,3,21
DEFAULT,15776,14,1,3,18
DEFAULT,10400,13,2,4,19
DEFAULT,3720,16,2,4,22
DEFAULT,7401,19,1,3,23
DEFAULT,2925,16,1,3,20
DEFAULT,35579,15,2,3,20
DEFAULT,7490,18,1,3,22
STINGY,1560,2,0,0,2
STINGY,1292,4,0,1,5
DEFAULT,8805,16,2,4,22
DEFAULT,18565,15,2,2,19
DEFAULT,14694,15,1,3,19
DEFAULT,7801,15,1,1,17
STINGY,1572,4,0,2,6
DEFAULT,5925,16,2,4,22
DEFAULT,5830,17,2,3,22
STINGY,2594,4,1,0,5
DEFAULT,5601,17,2,3,22
STINGY,1286,2,0,2,4
DEFAULT,9036,18,1,2,21
DEFAULT,7950,15,2,3,20
DEFAULT,7024,17,1,2,20
DEFAULT,4536,17,2,3,22
STINGY,1394,4,0,1,5
DEFAULT,16166,14,2,2,18
DEFAULT,5610,17,1,4,22
STINGY,1205,2,0,2,4
DEFAULT,12925,12,0,3,15
DEFAULT,24283,16,1,3,20
DEFAULT,4547,12,0,4,16
STINGY,2060,2,0,1,3
DEFAULT,6825,16,2,3,21
DEFAULT,4017,14,2,4,20
DEFAULT,3502,16,2,3,21
STINGY,1134,2,0,1,3
DEFAULT,8747,14,0,3,17
DEFAULT,12375,15,1,3,19
DEFAULT,21515,17,0,2,19
DEFAULT,10819,16,1,2,19
DEFAULT,4189,18,1,4,23
STINGY,37897,7,1,0,8
DEFAULT,4701,18,1,2,21
DEFAULT,30846,13,2,3,18
DEFAULT,3058,14,1,4,19
STINGY,1470,2,0,0,2
DEFAULT,4574,15,1,3,19
DEFAULT,5194,15,2,3,20
DEFAULT,19218,15,1,2,18
DEFAULT,10884,19,2,2,23
DEFAULT,7045,18,2,4,24
DEFAULT,8985,16,2,3,21
STINGY,1226,3,1,2,6
DEFAULT,4874,15,1,3,19
DEFAULT,19341,17,1,2,20
DEFAULT,10245,13,2,2,17
DEFAULT,8972,16,0,2,18
DEFAULT,8832,14,2,3,19
DEFAULT,2545,10,2,3,15
DEFAULT,71887,12,2,4,18
DEFAULT,14670,16,1,3,20
DEFAULT,5196,13,2,4,19
STINGY,1745,2,1,0,3
DEFAULT,5210,15,2,2,19
DEFAULT,9246,17,2,3,22
STINGY,1461,0,0,1,1
DEFAULT,14118,16,1,1,18
DEFAULT,7840,14,1,2,17
DEFAULT,8366,14,2,3,19
DEFAULT,12978,16,0,4,20
STINGY,2153,0,0,0,0
DEFAULT,19577,17,2,2,21
DEFAULT,7469,10,2,4,16
DEFAULT,12844,15,2,2,19
DEFAULT,9389,15,1,4,20
STINGY,1018,6,0,2,8
DEFAULT,4344,18,2,2,22
DEFAULT,5466,14,1,4,19
STINGY,1488,4,0,1,5
DEFAULT,10342,16,2,3,21
DEFAULT,5179,17,2,3,22
STINGY,1314,8,1,3,12
DEFAULT,9575,12,1,4,17
DEFAULT,3860,18,1,2,21
DEFAULT,13447,13,2,4,19
DEFAULT,6490,18,1,3,22
DEFAULT,7650,16,1,3,20
STINGY,1797,2,1,0,3
DEFAULT,15452,18,2,2,22
DEFAULT,14378,13,0,2,15
DEFAULT,16454,16,2,2,20
DEFAULT,11429,14,0,3,17
DEFAULT,5988,14,1,3,18
DEFAULT,8781,16,1,3,20
DEFAULT,6449,15,2,3,20
DEFAULT,6999,12,2,3,17
DEFAULT,6507,15,1,3,19
DEFAULT,21969,14,1,4,19
DEFAULT,3929,17,2,4,23
DEFAULT,8033,14,2,1,17
STINGY,1399,3,0,0,3
DEFAULT,43792,14,1,2,17
DEFAULT,7156,13,1,4,18
DEFAULT,5987,16,2,4,22
DEFAULT,20503,15,0,2,17
DEFAULT,9288,19,2,2,23
DEFAULT,6360,18,2,2,22
DEFAULT,8789,11,1,2,14
STINGY,1700,4,1,0,5
STINGY,1621,4,0,2,6
STINGY,1422,2,0,0,2
DEFAULT,14947,12,0,4,16
DEFAULT,4168,17,2,4,23
DEFAULT,4960,17,2,4,23
DEFAULT,14184,17,2,2,21
STINGY,2046,4,2,1,7
DEFAULT,8369,16,0,1,17
STINGY,771,4,0,0,4
DEFAULT,10390,15,1,3,19
DEFAULT,2520,17,2,4,23
STINGY,1084,4,0,0,4
DEFAULT,11051,17,1,2,20
DEFAULT,3842,14,2,4,20
DEFAULT,10695,15,1,1,17
DEFAULT,16015,14,2,2,18
DEFAULT,15884,17,1,3,21
DEFAULT,12803,14,2,1,17
DEFAULT,5665,19,1,2,22
DEFAULT,31363,12,2,4,18
DEFAULT,2680,12,2,4,18
DEFAULT,12232,15,1,2,18
DEFAULT,33817,18,1,1,20
DEFAULT,8674,15,2,2,19
DEFAULT,4380,11,1,4,16
DEFAULT,8284,16,2,4,22
STINGY,32164,9,1,3,13
STINGY,1633,6,1,0,7
DEFAULT,11101,16,2,2,20
STINGY,1068,6,0,2,8
DEFAULT,7491,18,1,3,22
DEFAULT,8977,16,2,2,20
STINGY,1699,3,0,1,4
DEFAULT,14526,16,2,2,20
DEFAULT,12574,18,1,2,21
DEFAULT,8761,15,2,3,20
DEFAULT,13252,15,1,1,17
DEFAULT,8112,19,2,3,24
DEFAULT,9561,16,2,3,21
STINGY,1302,4,1,0,5
DEFAULT,17020,16,1,2,19
DEFAULT,12780,19,1,3,23
DEFAULT,7641,16,1,2,19
STINGY,1640,2,0,0,2
DEFAULT,26283,12,2,3,17
DEFAULT,14547,16,2,2,20
DEFAULT,10883,17,2,3,22
STINGY,1672,1,0,0,1
DEFAULT,17873,15,2,2,19
DEFAULT,8386,20,1,2,23
DEFAULT,9748,15,2,2,19
STINGY,2210,1,0,0,1
STINGY,1663,3,2,1,6
DEFAULT,8773,19,2,2,23
DEFAULT,8477,16,1,4,21
DEFAULT,7218,16,1,3,20
DEFAULT,9186,14,0,4,18
DEFAULT,3834,15,1,4,20
STINGY,920,4,0,1,5
DEFAULT,8948,17,2,2,21
DEFAULT,5954,14,2,1,17
STINGY,1696,3,0,0,3
DEFAULT,13442,15,1,4,20
DEFAULT,6111,13,1,4,18
DEFAULT,8293,17,1,2,20
DEFAULT,4105,16,0,3,19
DEFAULT,5463,14,2,1,17
STINGY,2171,1,0,0,1
DEFAULT,4953,12,1,4,17
DEFAULT,13200,16,2,3,21
DEFAULT,29722,9,2,3,14
DEFAULT,4587,14,2,4,20
DEFAULT,4919,14,1,4,19
DEFAULT,13319,15,2,3,20
DEFAULT,3290,12,2,3,17
STINGY,828,5,1,1,7
STINGY,3413,5,2,3,10
DEFAULT,6831,13,1,3,17
DEFAULT,24044,15,2,3,20
DEFAULT,8912,14,2,3,19
DEFAULT,7359,11,2,4,17
DEFAULT,8870,15,2,3,20
DEFAULT,4171,13,1,4,18
DEFAULT,8336,13,0,4,17
DEFAULT,9475,18,0,3,21
STINGY,80473,10,2,1,13
DEFAULT,15738,14,2,3,19
DEFAULT,7162,18,1,3,22
STINGY,681,5,1,1,7
STINGY,1820,5,0,2,7
DEFAULT,10305,14,2,3,19
DEFAULT,19431,18,2,1,21
STINGY,2524,3,0,0,3
DEFAULT,6044,15,1,3,19
DEFAULT,8091,19,2,2,23
DEFAULT,10400,16,1,3,20
STINGY,1293,1,0,1,2
STINGY,1726,1,0,0,1
DEFAULT,14159,16,1,3,20
DEFAULT,21601,11,1,2,14
DEFAULT,2685,14,1,4,19
DEFAULT,7601,16,0,3,19
DEFAULT,6738,15,2,4,21
STINGY,1199,5,1,0,6
DEFAULT,5040,17,2,4,23
DEFAULT,6238,16,2,2,20
DEFAULT,14323,16,2,2,20
DEFAULT,5042,11,1,4,16
DEFAULT,9036,13,1,2,16
DEFAULT,9141,15,2,3,20
DEFAULT,3860,19,2,3,24
DEFAULT,512,15,2,3,20
DEFAULT,6580,17,2,2,21
DEFAULT,16373,17,1,1,19
DEFAULT,6616,14,2,4,20
DEFAULT,22627,13,2,4,19
STINGY,1431,6,0,0,6
DEFAULT,6798,14,2,4,20
DEFAULT,6545,17,2,2,21
DEFAULT,9238,15,0,3,18
DEFAULT,4016,14,1,4,19
DEFAULT,26580,12,2,3,17
DEFAULT,55881,15,2,2,19
DEFAULT,6563,18,2,3,23
STINGY,1984,3,0,1,4
DEFAULT,12632,17,1,3,21
DEFAULT,1962,11,1,3,15
DEFAULT,6961,17,2,3,22
DEFAULT,10324,14,2,2,18
DEFAULT,6316,19,2,4,25
DEFAULT,4789,14,2,3,19
STINGY,2812,2,0,0,2
DEFAULT,7652,14,1,4,19
DEFAULT,1518,13,1,4,18
DEFAULT,8108,15,0,4,19
STINGY,2056,4,0,2,6
DEFAULT,11069,15,1,3,19
STINGY,1544,2,0,0,2
DEFAULT,10784,18,1,2,21
DEFAULT,19929,16,0,2,18
DEFAULT,7698,17,1,3,21
DEFAULT,26681,14,2,2,18
DEFAULT,31372,16,0,1,17
DEFAULT,10463,17,2,2,21
DEFAULT,10163,14,0,3,17
DEFAULT,19961,13,2,2,17
DEFAULT,3976,14,1,3,18
DEFAULT,2903,15,2,3,20
DEFAULT,7584,15,1,2,18
DEFAULT,3948,19,2,3,24
DEFAULT,7106,15,1,4,20
DEFAULT,6559,17,1,3,21
DEFAULT,2623,15,1,4,20
DEFAULT,8455,15,2,2,19
DEFAULT,13429,18,1,3,22
DEFAULT,9102,16,0,1,17
STINGY,1612,2,0,2,4
DEFAULT,9637,15,2,4,21
DEFAULT,6216,17,1,3,21
STINGY,1356,4,0,1,5
DEFAULT,7773,15,2,3,20
DEFAULT,5635,13,1,3,17
DEFAULT,2279,10,1,4,15
STINGY,1789,2,0,1,3
DEFAULT,15684,16,2,3,21
DEFAULT,3480,14,0,4,18
DEFAULT,4956,16,2,4,22
DEFAULT,25179,14,1,3,18
DEFAULT,11653,14,1,4,19
DEFAULT,1458,10,1,4,15
STINGY,1614,2,0,0,2
DEFAULT,10091,17,2,2,21
STINGY,1016,2,0,2,4
DEFAULT,5686,11,1,3,15
DEFAULT,5289,18,1,2,21
DEFAULT,6187,15,2,4,21
DEFAULT,9059,18,1,0,19
DEFAULT,4036,13,2,4,19
DEFAULT,3605,17,1,3,21
STINGY,1250,4,0,2,6
DEFAULT,12497,13,1,4,18
DEFAULT,9901,18,1,2,21
STINGY,977,7,2,3,12
DEFAULT,52304,13,2,1,16
DEFAULT,5939,18,2,2,22
DEFAULT,9138,17,1,3,21
DEFAULT,2817,9,2,4,15
DEFAULT,2483,14,2,4,20
DEFAULT,5500,16,2,4,22
DEFAULT,9258,16,1,3,20
DEFAULT,7771,17,1,2,20
STINGY,1306,6,0,0,6
DEFAULT,15747,14,2,3,19
DEFAULT,10118,15,2,2,19
STINGY,1980,1,0,1,2
DEFAULT,3756,18,2,2,22
STINGY,1676,3,0,1,4
DEFAULT,4789,10,2,4,16
DEFAULT,12196,17,2,3,22
STINGY,1340,4,0,0,4
DEFAULT,5143,13,1,4,18
DEFAULT,21763,13,1,2,16
STINGY,1265,3,0,1,4
DEFAULT,2988,15,1,3,19
DEFAULT,10705,19,1,1,21
DEFAULT,10163,17,2,1,20
DEFAULT,8074,16,2,3,21
DEFAULT,4677,17,2,3,22
DEFAULT,6483,13,2,3,18
DEFAULT,11575,14,1,3,18
DEFAULT,12505,15,2,2,19
DEFAULT,25229,13,1,3,17
DEFAULT,8995,15,2,4,21
DEFAULT,5285,12,1,4,17
DEFAULT,2891,16,1,4,21
DEFAULT,18512,15,2,2,19
DEFAULT,24072,16,0,2,18
STINGY,1662,2,0,0,2
STINGY,1454,1,1,0,2
DEFAULT,8526,14,1,3,18
DEFAULT,4460,16,1,4,21
DEFAULT,7917,14,1,4,19
STINGY,820,4,0,1,5
DEFAULT,6900,16,1,3,20
STINGY,2153,1,0,0,1
DEFAULT,3769,17,2,3,22
DEFAULT,1901,16,2,4,22
STINGY,2145,0,0,0,0
DEFAULT,8154,18,2,4,24
DEFAULT,18058,13,2,3,18
STINGY,1487,1,2,0,3
DEFAULT,7334,15,1,4,20
DEFAULT,3464,12,1,4,17
STINGY,689,4,2,0,6
DEFAULT,2559,13,2,2,17
STINGY,1152,5,0,0,5
DEFAULT,15769,14,2,1,17
